Date,Open,High,Low,Close_Gold,Volume,SP500,Close_Oil,DollarIndex
6/12/2017,1266.4,1269.3,1263.2,1266.1,255,2429.39,46.08,97.12
6/13/2017,1264.1,1266.9,1259.7,1265.8,150,2440.35,46.46,96.94
6/14/2017,1269.4,1278,1256.8,1272.8,336,2437.92,44.73,96.92
6/15/2017,1263.2,1264.2,1250.3,1252.2,743,2432.46,44.46,97.44
6/16/2017,1252.8,1255.3,1251.3,1254,34,2433.15,44.74,97.15
6/19/2017,1252.1,1252.2,1241.9,1244.2,108,2453.46,44.2,97.32
6/20/2017,1242.2,1245.5,1240.5,1241,75,2437.03,43.23,97.41
6/21/2017,1244.1,1245,1240,1243.4,205,2435.61,42.53,97.22
6/22/2017,1251,1252.7,1246.3,1247.6,156,2434.5,42.74,97.3
6/23/2017,1250,1273.6,1249.8,1256.2,269,2438.3,43.01,96.94
6/26/2017,1260.2,1260.2,1241.6,1246.3,194,2439.07,43.38,97.12
6/27/2017,1251.6,1251.8,1245.9,1246.4,111,2419.38,44.24,96.09
6/28/2017,1248.5,1248.5,1248,1248,370,2440.69,44.74,95.74
6/29/2017,1248.2,1250.7,1238.1,1244.2,540,2419.7,44.93,95.37
6/30/2017,1243.7,1243.7,1239.1,1240.7,43,2423.41,46.04,95.42
7/3/2017,1236,1236,1217.9,1217.9,33,2429.01,47.07,95.97
7/5/2017,1222.5,1225,1217.1,1220.4,40,2432.54,45.13,96.06
7/6/2017,1225.1,1225.1,1222.2,1222.2,5,2409.75,45.52,95.57
7/7/2017,1219.1,1220.4,1208.6,1208.6,116,2425.18,44.23,95.79
7/10/2017,1211.4,1212.1,1209.6,1212.1,28,2427.43,44.4,95.78
7/11/2017,1208.7,1214.9,1208.7,1213.6,12,2425.53,45.04,95.42
7/12/2017,1218.3,1219.4,1217.9,1218.1,7,2443.25,45.49,95.51
7/13/2017,1221.4,1221.4,1216.3,1216.3,7,2447.83,46.08,95.51
7/14/2017,1214.9,1227.5,1214.8,1226.6,23,2459.27,46.54,94.93
7/17/2017,1229.9,1233.4,1229.9,1232.8,7,2459.14,46.02,94.9
7/18/2017,1236.2,1241.2,1236.2,1241.1,29,2460.61,46.4,94.4
7/19/2017,1240.4,1241.2,1240.1,1241.2,3,2473.83,47.12,94.59
7/20/2017,1236.6,1244.8,1236.6,1244.8,5,2473.45,46.79,94.12
7/21/2017,1250.7,1254.3,1250.5,1254.3,16,2472.54,45.77,93.68
7/24/2017,1256,1256,1253.9,1253.9,8,2469.91,46.34,93.8
7/25/2017,1252.7,1253.6,1249.2,1251.7,18,2477.13,47.89,93.89
7/26/2017,1244.8,1249,1244.8,1249,7,2477.83,48.75,93.5
7/27/2017,1259.6,1259.6,1259.6,1259.6,220309,2475.42,49.04,93.71
7/28/2017,1258.4,1270,1256.9,1268.4,64180,2472.1,49.71,93.11
7/31/2017,1268.9,1270.8,1265.8,1266.6,7780,2470.3,50.17,92.72
8/1/2017,1268.4,1273.3,1262,1272.6,1061,2476.35,49.16,92.9
8/2/2017,1268.5,1272.1,1262.9,1271.8,393,2477.57,49.59,92.7
8/3/2017,1265.9,1269.8,1256.6,1267.8,878,2472.16,49.03,92.71
8/4/2017,1269,1269.6,1253.9,1258.3,521,2476.83,49.58,93.42
8/7/2017,1258.7,1259.1,1255.3,1258.2,260,2480.91,49.39,93.31
8/8/2017,1256.9,1264.1,1251.4,1256.4,555,2474.92,49.17,93.51
8/9/2017,1260.2,1277.8,1260.2,1273,574,2474.02,49.56,93.43
8/10/2017,1276.6,1287.4,1274.9,1283.7,608,2438.21,48.59,93.3
8/11/2017,1286.3,1291.1,1282,1287.7,139,2441.32,48.82,92.96
8/14/2017,1288.4,1288.4,1278.8,1284.2,338,2465.84,47.59,93.31
8/15/2017,1280.5,1280.5,1267.4,1273.7,188,2464.61,47.55,93.76
8/16/2017,1271.3,1282.6,1269.4,1276.9,110,2468.11,46.78,93.44
8/17/2017,1283.8,1288.5,1283.2,1286.4,43,2430.01,47.09,93.53
8/18/2017,1288.6,1300.7,1284.3,1285.7,358,2425.55,48.51,93.36
8/21/2017,1285.2,1290.8,1284.7,1290.8,18,2428.37,47.37,93.01
8/22/2017,1287.2,1288.4,1283.2,1285.1,100,2452.51,47.64,93.46
8/23/2017,1289.4,1289.4,1286.9,1288.9,250,2444.04,48.41,93.07
8/24/2017,1288.7,1288.7,1284,1286.5,550,2438.97,47.43,93.2
8/25/2017,1285.4,1292.7,1280.3,1292.5,280,2443.05,47.87,92.68
8/28/2017,1293.5,1311.3,1293.5,1309.7,145,2444.24,46.57,92.14
8/29/2017,1318.8,1323.8,1313.1,1313.1,1178,2446.3,46.44,92.18
8/30/2017,1308.2,1312.5,1304.9,1308.1,1178,2457.59,45.96,92.82
8/31/2017,1306.6,1322.3,1301.7,1316.2,373,2471.65,47.23,92.63
9/1/2017,1320.2,1327.7,1316.9,1324.5,313,2476.55,47.29,92.77
9/5/2017,1335.2,1339.2,1328.6,1339.2,39,2457.85,48.66,92.23
9/6/2017,1340,1340.3,1332.6,1333.9,20,2465.54,49.16,92.25
9/7/2017,1336.4,1349,1336.4,1345.1,26,2465.1,49.09,91.64
9/8/2017,1351,1355.8,1345.6,1346,37,2461.43,47.48,91.33
9/11/2017,1331,1331,1327.3,1331,9,2488.11,48.07,91.85
9/12/2017,1327,1328,1325.2,1328,15,2496.48,48.23,91.86
9/13/2017,1323.4,1323.4,1323.4,1323.4,16,2498.37,49.3,92.51
9/14/2017,1319.6,1329.3,1319.6,1324.7,316,2495.62,49.89,92.11
9/15/2017,1320.6,1321.2,1319.8,1320.4,15,2500.23,49.89,91.86
9/18/2017,1309.8,1310.4,1306,1306.3,129,2503.87,49.91,91.85
9/19/2017,1307.9,1310.3,1305.1,1306.2,20,2506.65,49.48,91.56
9/20/2017,1312,1312,1298.7,1312,12,2508.24,50.41,92.3
9/21/2017,1299.1,1304.1,1290.3,1290.6,336,2500.6,50.55,92.05
9/22/2017,1295,1295.7,1293.3,1293.3,209,2502.22,50.66,91.97
9/25/2017,1293.1,1309.2,1291,1306.8,51,2496.66,52.22,92.44
9/26/2017,1304.5,1305.6,1297,1297,39,2496.84,51.88,92.78
9/27/2017,1283.4,1283.4,1283.4,1283.4,19488,2507.04,52.14,93.17
9/28/2017,1283.1,1288,1277,1285.5,5226,2510.06,51.56,92.93
9/29/2017,1284.2,1289.4,1281.5,1281.5,492,2519.36,51.67,92.88
10/2/2017,1275,1276.1,1270.4,1272.7,136,2529.12,50.58,93.4
10/3/2017,1269.7,1273.3,1268.6,1271.5,192,2534.58,50.42,93.41
10/4/2017,1273.8,1280.8,1270,1273.7,218,2537.74,49.98,93.28
10/5/2017,1277.8,1277.8,1267.6,1269.9,36,2552.07,50.79,93.8
10/6/2017,1267.6,1272,1260.5,1271.6,46,2549.33,49.29,93.64
10/9/2017,1280.6,1284,1279,1281.8,19,2544.73,49.58,93.5
10/10/2017,1282.6,1293,1281.7,1290.6,18,2550.64,50.92,93.1
10/11/2017,1287.3,1292,1284.9,1285.8,21,2555.24,51.3,92.82
10/12/2017,1291.5,1294.5,1289.3,1293.3,14,2550.93,50.6,92.9
10/13/2017,1293.3,1301.7,1291.7,1301.5,74,2553.17,51.45,92.93
10/16/2017,1302,1303.8,1291.9,1299.9,173,2557.64,51.87,93.16
10/17/2017,1295.1,1295.1,1283,1283,571,2559.36,51.88,93.35
10/18/2017,1279.9,1279.9,1279.9,1279.9,163,2561.26,52.04,93.23
10/19/2017,1286.4,1286.9,1285.1,1286.9,134,2562.1,51.29,93.12
10/20/2017,1279.6,1279.6,1277.4,1277.4,304,2575.21,51.47,93.58
10/23/2017,1274.7,1280.8,1271.5,1277.7,115,2564.98,51.9,93.81
10/24/2017,1275.5,1275.5,1273.7,1275,111,2569.13,52.47,93.66
10/25/2017,1269.9,1275.4,1269.9,1275.4,105,2557.15,52.18,93.58
10/26/2017,1273.5,1273.5,1264.7,1266.3,39,2560.4,52.64,94.51
10/27/2017,1268.4,1268.5,1267.1,1268.5,567,2581.07,53.9,94.82
10/30/2017,1270,1274.1,1267.9,1274.1,222,2572.83,54.15,94.45
10/31/2017,1273.1,1274.6,1266.1,1267,235,2575.26,54.38,94.43
11/1/2017,1272.2,1274.8,1270.3,1274.1,78,2579.36,54.3,94.71
11/2/2017,1274.9,1274.9,1274.9,1274.9,70,2579.85,54.54,94.59
11/3/2017,1265.3,1267.9,1265.3,1266.5,75,2587.84,55.64,94.86
11/6/2017,1269,1280.5,1269,1279.4,128,2591.13,57.35,94.66
11/7/2017,1276.8,1276.8,1270.4,1273.7,11,2590.64,57.2,94.8
11/8/2017,1275.9,1284.9,1274.7,1281.6,15,2594.38,56.81,94.77
11/9/2017,1279.7,1286.9,1279.7,1285.6,18,2584.62,57.17,94.35
11/10/2017,1283.5,1283.5,1272.4,1272.4,10,2582.3,56.74,94.28
11/13/2017,1277.3,1277.3,1277,1277.3,3,2584.84,56.76,94.39
11/14/2017,1276.9,1281.5,1276.9,1281.5,4,2578.87,55.7,93.72
11/15/2017,1281.4,1284.7,1275.9,1276.5,13,2564.62,55.33,93.73
11/16/2017,1277.5,1277.5,1277.4,1277.4,43,2585.64,55.14,93.85
11/17/2017,1288.3,1295.8,1288.3,1295.8,1,2578.85,56.55,93.57
11/20/2017,1274.6,1275.9,1274.6,1274.6,1,2582.14,56.09,94
11/21/2017,1281.1,1281.1,1281.1,1281.1,4,2599.03,56.83,93.88
11/22/2017,1284.7,1291.6,1282.9,1291.6,4,2597.08,58.02,93.14
11/24/2017,1286.7,1286.7,1286.7,1286.7,0,2602.42,58.95,92.71
11/27/2017,1293.8,1293.8,1293.8,1293.8,1,2601.42,58.11,92.82
11/28/2017,1294.7,1294.7,1294.7,1294.7,275442,2627.04,57.99,93.21
11/29/2017,1293.4,1296.2,1281.1,1282.1,47244,2626.07,57.3,93.11
11/30/2017,1283.1,1284.5,1269.7,1273.2,3049,2647.58,57.4,93
12/1/2017,1274.1,1288.6,1271,1278.8,823,2642.22,58.36,92.84
12/4/2017,1272.5,1276.1,1270.3,1274.3,850,2639.44,57.47,93.14
12/5/2017,1275.4,1275.8,1260,1261.6,1499,2629.57,57.62,93.33
12/6/2017,1264.9,1267.8,1261.6,1262.8,373,2629.27,55.96,93.58
12/7/2017,1262.3,1262.4,1243.9,1249.8,358,2636.98,56.69,93.77
12/8/2017,1246.3,1249.3,1241.5,1245.2,157,2651.5,57.36,93.87
12/11/2017,1248.4,1249.2,1239.9,1243.7,146,2659.99,57.99,93.84
12/12/2017,1241.3,1244.4,1236.5,1238.5,692,2664.11,57.14,94.08
12/13/2017,1241.9,1254.5,1239.8,1245.4,349,2662.85,56.6,93.42
12/14/2017,1252.9,1257.7,1250.3,1253.8,139,2652.01,57.04,93.48
12/15/2017,1253.1,1260.3,1253.1,1254.3,578,2675.81,57.3,93.93
12/18/2017,1256.2,1262.4,1255.7,1262.2,45,2690.16,57.16,93.52
12/19/2017,1261.1,1264.3,1259.5,1260.7,329,2681.47,57.46,93.03
12/20/2017,1261.3,1266.6,1261.3,1266.1,63,2679.25,58.09,92.89
12/21/2017,1266.4,1267.4,1264.3,1267.3,226,2684.57,58.36,92.86
12/22/2017,1266.3,1276.3,1266.3,1275.4,119,2683.34,58.47,92.92
12/26/2017,1282.4,1284.1,1281.8,1284.1,84,2680.5,59.97,92.8
12/27/2017,1284,1287,1284,1287,456,2682.62,59.64,92.61
12/28/2017,1288.2,1294.1,1288.2,1294.1,245,2687.54,59.84,92.3
12/29/2017,1294.2,1306.3,1294,1306.3,65,2673.61,60.42,91.83
1/2/2018,1302.3,1317.6,1302.3,1313.7,68,2695.81,60.37,91.57
1/3/2018,1320,1320.1,1312.1,1316.2,42,2713.06,61.63,91.9
1/4/2018,1319.4,1322,1319.4,1319.4,2,2723.99,62.01,91.58
1/5/2018,1320.3,1320.3,1320.3,1320.3,1,2743.15,61.44,91.67
1/8/2018,1319.9,1319.9,1314.6,1318.6,41,2747.71,61.73,92.1
1/9/2018,1309.6,1311.7,1309.6,1311.7,16,2751.29,62.96,92.26
1/10/2018,1320.3,1320.7,1315.3,1317.4,70,2748.23,63.57,92.07
1/11/2018,1317.1,1320.6,1316.3,1320.6,9,2767.56,63.8,91.61
1/12/2018,1327.8,1338.2,1327.8,1333.4,14,2786.24,64.3,90.74
1/16/2018,1331.1,1335.4,1331,1335.4,13,2776.42,63.73,90.15
1/17/2018,1334.4,1338,1326.8,1338,27,2802.56,63.97,90.31
1/18/2018,1328.9,1328.9,1326,1326,211,2798.03,63.95,90.3
1/19/2018,1330.1,1333,1330.1,1331.9,50,2810.3,63.37,90.37
1/22/2018,1328.4,1330.9,1328.4,1330.9,162,2832.97,63.49,90.19
1/23/2018,1335.8,1335.9,1335.7,1335.7,47,2839.13,64.47,89.92
1/24/2018,1355.9,1357.2,1355.9,1355.9,18,2837.54,65.61,89.01
1/25/2018,1356.3,1362.4,1346.7,1362.4,4,2839.25,65.51,89.23
1/26/2018,1351.6,1352,1350.9,1351.6,280546,2872.87,66.14,88.89
1/29/2018,1351.6,1352,1350.9,1351.6,0,2853.53,65.56,89.13
1/30/2018,1338.7,1347.8,1332.8,1335.4,52100,2822.43,64.5,89
1/31/2018,1337.5,1346.9,1331.8,1339,4881,2823.81,64.73,88.95
2/1/2018,1343.8,1350.6,1336.8,1344.3,1680,2821.98,65.8,88.5
2/2/2018,1348.5,1352.1,1327.7,1333.7,2841,2762.13,65.45,89.04
2/5/2018,1331.1,1340.2,1329,1333,641,2648.94,64.15,89.4
2/6/2018,1338.2,1343.7,1319.5,1326.1,529,2695.14,63.39,89.45
2/7/2018,1325.4,1331.1,1310.5,1311.6,491,2681.66,61.79,90.12
2/8/2018,1317.1,1321.1,1307,1316.9,459,2581,61.15,90.12
2/9/2018,1320.9,1322,1311.9,1313.1,451,2619.55,59.2,90.33
2/12/2018,1323.8,1325.5,1318,1324.2,140,2656,59.29,90.1
2/13/2018,1324.5,1329.6,1323.4,1328.1,71,2662.94,59.19,89.59
2/14/2018,1332.8,1355.5,1324,1355.5,400,2698.63,60.6,89
2/15/2018,1352,1355.9,1349.7,1352.1,111,2731.2,61.34,88.5
2/16/2018,1354,1361.4,1344.9,1353.2,110,2732.22,61.68,89.01
2/20/2018,1348.4,1350.2,1328.5,1328.8,283,2716.26,61.9,89.64
2/21/2018,1326.8,1331.5,1324.4,1330,119,2701.33,61.68,89.91
2/22/2018,1322,1331.4,1322,1330.6,70,2703.96,62.77,89.66
2/23/2018,1328,1332.1,1327.7,1328.2,427,2747.3,63.55,89.81
2/26/2018,1335,1340.5,1330.7,1330.7,652,2779.6,63.91,89.79
2/27/2018,1331.7,1332.6,1312.7,1315.5,710,2744.28,63.01,90.28
2/28/2018,1315.4,1321,1315.4,1315.5,58,2713.83,61.64,90.55
3/1/2018,1310.4,1318.1,1301.8,1302.9,43,2677.67,60.99,90.28
3/2/2018,1314.3,1323.2,1314.3,1321.1,155,2691.25,61.25,89.91
3/5/2018,1323.5,1325.9,1318.1,1318.1,18,2720.94,62.57,90.04
3/6/2018,1321.6,1333.6,1321.4,1333.6,18,2728.12,62.6,89.59
3/7/2018,1338.1,1338.1,1326,1326,27,2726.8,61.15,89.61
3/8/2018,1324.8,1326.8,1319.3,1319.9,62,2738.97,60.12,90.16
3/9/2018,1316.8,1322.4,1313,1322.4,88,2786.57,62.04,90.07
3/12/2018,1319.4,1319.4,1319.4,1319.4,0,2783.02,61.36,89.87
3/13/2018,1325.9,1325.9,1325.3,1325.9,13,2765.31,60.71,89.64
3/14/2018,1322.2,1324.4,1322.2,1324.4,19,2749.48,60.96,89.69
3/15/2018,1316.8,1316.8,1316.8,1316.8,0,2747.33,61.19,90.13
3/16/2018,1310.1,1311.3,1310.1,1311.3,34,2752.01,62.34,90.21
3/19/2018,1309.4,1316.9,1307.3,1316.8,6,2712.92,62.06,89.98
3/20/2018,1311.1,1311.1,1311.1,1311.1,4,2716.94,63.4,89.95
3/21/2018,1312.4,1328.8,1312.4,1320.7,34,2711.93,65.17,89.37
3/22/2018,1326.6,1326.6,1326.6,1326.6,0,2643.69,64.3,89.47
3/23/2018,1343.2,1349.3,1343.2,1349.3,8,2588.26,65.88,89.03
3/26/2018,1348.5,1354.4,1345.1,1354.4,10,2658.55,65.55,88.6
3/27/2018,1341,1341.3,1341,1341.3,290889,2612.62,65.25,88.98
3/28/2018,1345,1346.4,1322.4,1324.2,59284,2605,64.38,89.72
3/29/2018,1324,1327.1,1321.7,1322.8,5585,2640.87,64.94,89.81
4/2/2018,1327,1344.2,1324.7,1342.1,649,2581.88,63.01,89.71
4/3/2018,1340.4,1341.5,1328.5,1332.8,702,2614.45,63.51,89.86
4/4/2018,1331.8,1347.3,1331.6,1335.8,718,2644.69,63.37,89.78
4/5/2018,1333.5,1333.7,1322.6,1324.3,258,2662.84,63.54,90.15
4/6/2018,1326.5,1333,1319,1331.9,348,2604.47,62.06,89.78
4/9/2018,1333,1337.5,1327,1336.3,290,2613.16,63.42,89.53
4/10/2018,1335.2,1342,1333,1342,105,2656.87,65.51,89.28
4/11/2018,1340.1,1365.4,1340.1,1356.5,118,2642.19,66.82,89.25
4/12/2018,1351.2,1351.5,1334.6,1338.4,34,2663.99,67.07,89.46
4/13/2018,1335.9,1346,1335.9,1344.8,67,2656.3,67.39,89.5
4/16/2018,1341,1348.8,1341,1347.5,60,2677.84,66.22,89.14
4/17/2018,1348,1348.1,1339,1347.2,409,2706.39,66.52,89.23
4/18/2018,1343.5,1354.2,1343.5,1351.2,45,2708.64,68.47,89.35
4/19/2018,1348.6,1355.2,1341.6,1346.8,387,2693.13,68.29,89.69
4/20/2018,1342.5,1343.4,1335.3,1336.7,310,2670.14,68.38,90.07
4/23/2018,1334,1334.4,1322.5,1322.5,68,2670.29,68.64,90.71
4/24/2018,1326.4,1331.7,1326.2,1331.4,28,2634.56,67.7,90.54
4/25/2018,1324,1325,1320,1321.2,278,2639.4,68.05,90.95
4/26/2018,1315.7,1316.3,1315.7,1316.3,569,2666.94,68.19,91.36
4/27/2018,1315.3,1321.7,1312.8,1320.3,622,2669.91,68.1,91.34
4/30/2018,1309.6,1316.2,1309.6,1316.2,49,2648.05,68.57,91.63
5/1/2018,1313.2,1313.8,1303.4,1303.8,28,2654.8,67.25,92.25
5/2/2018,1309,1309.3,1302.6,1302.6,23,2635.67,67.93,92.34
5/3/2018,1310.7,1310.7,1310.7,1310.7,4,2629.73,68.43,92.25
5/4/2018,1312.7,1312.7,1312.7,1312.7,0,2663.42,69.72,92.41
5/7/2018,1310.6,1312.5,1310.2,1312.2,4,2672.63,70.73,92.59
5/8/2018,1310.1,1312,1308.5,1312,337,2671.92,69.06,92.96
5/9/2018,1311.3,1311.3,1311.3,1311.3,70,2697.79,71.14,92.88
5/10/2018,1312.2,1320.8,1312.2,1320.8,8,2723.07,71.36,92.52
5/11/2018,1319,1319,1319,1319,3,2727.72,70.7,92.41
5/14/2018,1319.9,1319.9,1316.5,1316.5,4,2730.13,70.96,92.46
5/15/2018,1304.6,1304.7,1288.9,1288.9,8,2711.45,71.31,93.09
5/16/2018,1290.9,1294,1285.4,1290.2,26,2722.46,71.49,93.28
5/17/2018,1291.3,1291.3,1288.2,1288.2,2,2720.13,71.49,93.38
5/18/2018,1285.2,1290.2,1285.2,1290.2,2,2712.97,71.28,93.54
5/21/2018,1287.4,1292.1,1287.4,1290.2,52,2733.01,72.24,93.58
5/22/2018,1291.7,1291.7,1291.7,1291.7,50,2724.44,72.13,93.53
5/23/2018,1289.3,1289.3,1289.3,1289.3,10,2733.29,71.84,93.92
5/24/2018,1303.7,1303.7,1303.7,1303.7,0,2727.76,70.71,93.7
5/25/2018,1303.3,1303.3,1303.3,1303.3,1,2721.33,67.88,94.13
5/29/2018,1298.7,1298.7,1298.7,1298.7,386334,2689.86,66.73,94.79
5/30/2018,1298,1303.7,1295.2,1301.5,50845,2724.01,68.21,94.11
5/31/2018,1301,1306.8,1296.6,1300.1,4082,2705.27,67.04,93.96
6/1/2018,1298.6,1299.5,1288.9,1294.8,663,2734.62,65.81,94.17
6/4/2018,1293.9,1297.1,1290,1293.1,144,2746.87,64.75,93.99
6/5/2018,1292.1,1299.8,1289.9,1297.5,357,2748.8,65.52,93.87
6/6/2018,1296.1,1300.4,1294.1,1297.1,373,2772.35,64.73,93.63
6/7/2018,1298.4,1302.8,1296.2,1298.7,79,2770.37,65.95,93.38
6/8/2018,1295.3,1299.4,1294.8,1298.1,650,2779.03,65.74,93.54
6/11/2018,1299.3,1302,1295.2,1298.9,71,2782,66.1,93.56
6/12/2018,1297.8,1298.1,1292.7,1295.1,153,2786.85,66.36,93.8
6/13/2018,1294,1299.4,1290.9,1296.9,135,2775.63,66.64,93.7
6/14/2018,1297.2,1307.7,1297.2,1304,42,2782.49,66.89,94.78
6/15/2018,1297.2,1307.7,1274,1274.6,589,2779.66,65.06,94.78
6/18/2018,1280.7,1280.7,1276.2,1276.2,35,2773.75,65.85,94.86
6/19/2018,1278.7,1281.8,1269.9,1275.6,34,2762.59,65.07,94.73
6/20/2018,1274.4,1274.4,1271.2,1271.2,7,2767.32,66.22,94.72
6/21/2018,1262.7,1268.9,1260,1267.2,46,2749.76,65.54,94.4
6/22/2018,1268.1,1270.2,1267,1267.4,74,2754.88,68.58,94.18
6/25/2018,1270.6,1271.2,1265.6,1265.6,37,2717.07,68.08,93.94
6/26/2018,1267.2,1267.2,1256.6,1256.6,89,2723.06,70.53,94.35
6/27/2018,1255.5,1255.5,1252.3,1252.8,1162,2699.63,72.76,94.97
6/28/2018,1251.7,1251.7,1244.8,1247.8,378,2716.31,73.45,95.1
6/29/2018,1250.3,1253.3,1249.1,1251.3,48,2718.37,74.15,94.35
7/2/2018,1249.9,1249.9,1239.8,1239.8,29,2726.71,73.94,94.78
7/3/2018,1238.1,1254.1,1237,1251.6,36,2713.22,74.14,94.41
7/5/2018,1255.5,1257.3,1253.6,1257.3,9,2736.61,72.94,94.22
7/6/2018,1255.5,1255.5,1254.3,1254.3,7,2759.82,73.8,93.77
7/9/2018,1258.2,1262.3,1257.7,1258.1,37,2784.17,73.85,93.81
7/10/2018,1256.2,1256.9,1249.3,1253.8,65,2793.84,74.11,93.89
7/11/2018,1253.2,1253.2,1242.8,1242.8,30,2774.02,70.38,94.49
7/12/2018,1240.9,1246.7,1240.9,1245,7,2798.29,70.33,94.56
7/13/2018,1244.7,1247,1239.6,1239.6,2,2801.31,71.01,94.5
7/16/2018,1242.7,1243.8,1238.1,1238.1,2,2798.43,68.06,94.27
7/17/2018,1225.7,1225.7,1225.7,1225.7,0,2809.55,68.08,94.7
7/18/2018,1226.7,1226.7,1222.2,1226.3,67,2815.62,68.76,94.81
7/19/2018,1227.2,1228,1211.7,1222.4,33,2804.49,69.46,94.94
7/20/2018,1229.5,1229.5,1229.5,1229.5,0,2801.83,70.46,94.23
7/23/2018,1222,1224,1222,1224,1,2806.98,67.89,94.44
7/24/2018,1223.9,1223.9,1223.9,1223.9,0,2820.4,68.52,94.39
7/25/2018,1231.4,1231.4,1231.4,1231.4,0,2846.07,69.3,94.13
7/26/2018,1227.8,1227.8,1225.3,1225.3,1,2837.44,69.61,94.54
7/27/2018,1222.6,1222.6,1222.6,1222.6,254428,2818.82,68.69,94.46
7/30/2018,1222.5,1223.9,1218.1,1221.3,62239,2802.6,70.13,94.11
7/31/2018,1220.4,1228.1,1213,1223.7,2722,2816.29,68.76,94.28
8/1/2018,1222.9,1223.7,1214.4,1217.9,1026,2813.36,67.66,94.43
8/2/2018,1214.7,1219.3,1205.8,1210.6,411,2827.22,68.96,94.99
8/3/2018,1206.5,1218.6,1205.1,1214.2,784,2840.35,68.49,94.96
8/6/2018,1214.4,1214.4,1206.6,1208.6,297,2850.4,69.01,95.19
8/7/2018,1207.8,1214.8,1207.8,1209.6,715,2858.45,69.17,95.05
8/8/2018,1212,1215.2,1205.9,1212.6,209,2857.7,66.94,94.89
8/9/2018,1214.5,1215.3,1211.6,1211.9,44,2853.58,66.81,95.36
8/10/2018,1212.5,1216.4,1205.6,1211.1,75,2833.28,67.63,96.22
8/13/2018,1207,1207.4,1191.3,1191.3,78,2821.93,67.2,96.25
8/14/2018,1193.1,1197.5,1192.8,1193,92,2839.96,67.04,96.61
8/15/2018,1187.8,1188.1,1174.6,1177.5,71,2818.37,65.01,96.58
8/16/2018,1173.2,1180.2,1161.4,1176.2,123,2840.69,65.46,96.54
8/17/2018,1174.7,1181.2,1174.7,1176.5,66,2850.13,65.91,95.98
8/20/2018,1184.8,1190,1184.4,1186.8,68,2857.05,66.43,95.79
8/21/2018,1189.8,1192.6,1189.8,1192.6,22,2862.96,67.35,95.15
8/22/2018,1194.7,1196.3,1194.7,1196.3,17,2861.82,67.86,95.05
8/23/2018,1189.3,1190.3,1184.9,1187,95,2856.98,67.83,95.58
8/24/2018,1185.3,1208,1185.3,1206.3,12,2874.69,68.72,95.06
8/27/2018,1210.3,1211.4,1205.2,1209,154,2896.74,68.87,94.68
8/28/2018,1209.7,1217,1202.3,1207.4,136,2897.52,68.53,94.64
8/29/2018,1205.2,1205.2,1202.4,1204.5,817,2914.04,69.51,94.52
8/30/2018,1205.4,1205.6,1196,1197.7,493,2901.13,70.25,94.68
8/31/2018,1207.1,1208.2,1199.1,1200.3,191,2901.52,69.8,95.08
9/4/2018,1193.8,1193.8,1189.9,1192.7,26,2896.72,69.87,95.38
9/5/2018,1192.5,1196,1192.5,1194.9,21,2888.6,68.72,95.12
9/6/2018,1202,1202,1197.9,1197.9,7,2878.05,67.77,94.99
9/7/2018,1198.3,1198.3,1193.1,1193.6,29,2871.68,67.75,95.33
9/10/2018,1193,1193,1193,1193,11,2877.13,67.54,95.11
9/11/2018,1190.4,1196.3,1190.4,1195.4,21,2887.89,69.25,95.22
9/12/2018,1205,1205,1204.7,1204.7,37,2888.92,70.37,94.77
9/13/2018,1203.4,1203.4,1200,1202,22,2904.18,68.59,94.52
9/14/2018,1195,1195,1195,1195,1,2904.98,68.99,94.93
9/17/2018,1199.7,1199.7,1199.7,1199.7,0,2888.8,68.91,94.49
9/18/2018,1198.7,1198.7,1196.8,1196.8,2,2904.31,69.85,94.23
9/19/2018,1202.2,1202.2,1202.2,1202.2,0,2907.95,71.12,94.12
9/20/2018,1206.2,1206.2,1206.2,1206.2,0,2930.75,70.8,93.49
9/21/2018,1196.2,1196.2,1196.2,1196.2,0,2929.67,70.78,93.8
9/24/2018,1199.3,1199.3,1199.3,1199.3,0,2919.37,72.08,93.78
9/25/2018,1202.1,1202.8,1200,1200,21,2915.56,72.28,93.71
9/26/2018,1194,1194,1194,1194,17857,2905.97,71.57,93.77
9/27/2018,1194.6,1197.3,1180.5,1182.3,4947,2914,72.12,94.52
9/28/2018,1181.7,1191.9,1180,1191.5,404,2913.98,73.25,94.74
10/1/2018,1191.6,1191.6,1185.8,1187.1,180,2924.59,75.3,94.93
10/2/2018,1193,1206,1190.3,1202.4,451,2923.43,75.23,95.14
10/3/2018,1202.6,1202.6,1196.6,1198.3,76,2925.51,76.41,95.41
10/4/2018,1199.3,1204.6,1197.2,1197.2,496,2901.61,74.33,95.41
10/5/2018,1197.1,1205.3,1196.9,1201.2,34,2885.57,74.34,95.31
10/8/2018,1201,1201,1183.7,1184.4,250,2884.43,74.29,95.44
10/9/2018,1185.6,1189.1,1185.6,1187.2,9,2880.34,74.96,95.35
10/10/2018,1189.3,1192,1189.3,1189.3,1078,2785.68,73.17,95.18
10/11/2018,1198.1,1224.6,1196.3,1223.5,126,2728.37,70.97,94.71
10/12/2018,1221.6,1221.6,1216,1218.1,122,2767.13,71.34,94.91
10/15/2018,1222.4,1232.3,1222.4,1226.4,136,2750.79,71.78,94.75
